circuit_depth,num_gates,num_qubits,entanglement,circuit_type,noise_level,gate_density,two_qubit_ratio,strategy,none_accuracy,zne_accuracy,mem_accuracy,cdr_accuracy,best_accuracy
3,4,5,swap,random,light,0.26666666666666666,0.5,zne,0.8025180101873619,0.9025180101873619,0.9025180101873619,0.8325180101873619,0.9025180101873619
6,11,5,swap,random,light,0.36666666666666664,0.45454545454545453,zne,0.7703688326693416,0.8703688326693416,0.8703688326693416,0.8112779235784325,0.8703688326693416
2,4,8,cx,random,medium,0.25,0.5,zne,0.9563561812772287,1.0563561812772286,0.95,0.92,1.0563561812772286
3,5,8,cz,random,light,0.20833333333333334,0.4,mem,0.8495886951348611,0.9495886951348611,0.95,0.92,0.95
3,7,8,swap,random,heavy,0.2916666666666667,0.2857142857142857,zne,0.9158881713051311,1.015888171305131,0.95,0.92,1.015888171305131
4,6,6,swap,random,light,0.25,0.6666666666666666,mem,0.7924323543588949,0.8924323543588949,0.9024323543588949,0.822432354358895,0.9024323543588949
2,5,6,swap,random,medium,0.4166666666666667,0.2,mem,0.6406131814475031,0.7406131814475031,0.7506131814475031,0.6946131814475032,0.7506131814475031
2,3,3,cx,random,heavy,0.5,0.3333333333333333,zne,0.5686443754641746,0.6686443754641745,0.6486443754641745,0.6386443754641745,0.6686443754641745
5,11,6,cz,random,medium,0.36666666666666664,0.36363636363636365,mem,0.465673143044827,0.565673143044827,0.575673143044827,0.495673143044827,0.575673143044827
5,9,6,cx,random,heavy,0.3,0.4444444444444444,mem,0.4456162498157007,0.5456162498157007,0.5556162498157007,0.5022829164823673,0.5556162498157007
6,10,8,swap,random,medium,0.20833333333333334,0.4,zne,0.9315840314984485,1.0315840314984486,0.95,0.92,1.0315840314984486
3,7,8,cz,random,light,0.2916666666666667,0.5714285714285714,mem,0.8436215776521236,0.9436215776521236,0.95,0.8907644347949808,0.95
4,4,7,cz,random,light,0.14285714285714285,0.5,zne,0.9466480670424144,1.0466480670424145,0.95,0.92,1.0466480670424145
4,8,6,cz,random,heavy,0.3333333333333333,0.375,mem,0.7070995191306004,0.8070995191306004,0.8170995191306004,0.7520995191306005,0.8170995191306004
4,7,8,cz,random,light,0.21875,0.5714285714285714,mem,0.8748130525524058,0.9748130525524058,0.95,0.92,0.95
11,11,2,cz,random,light,0.5,0.7272727272727273,zne,0.42294391847791746,0.5229439184779174,0.49294391847791746,0.4747621002960993,0.5229439184779174
7,10,3,cz,random,heavy,0.47619047619047616,0.4,zne,0.3550488869827796,0.45504888698277957,0.4350488869827796,0.4090488869827796,0.45504888698277957
4,5,3,cz,random,medium,0.4166666666666667,0.4,zne,0.6098118026305508,0.7098118026305508,0.6898118026305508,0.6638118026305508,0.7098118026305508
4,4,2,swap,random,medium,0.5,0.5,none,0.8912665780604412,0.9912665780604412,0.95,0.92,0.8912665780604412
4,5,5,swap,random,heavy,0.25,0.2,zne,0.7899089890442594,0.8899089890442594,0.8899089890442594,0.8199089890442595,0.8899089890442594
3,7,6,cx,random,medium,0.3888888888888889,0.14285714285714285,mem,0.6527006577144718,0.7527006577144718,0.7627006577144718,0.6827006577144719,0.7627006577144718
3,6,7,swap,random,medium,0.2857142857142857,0.5,zne,0.9374745338779916,1.0374745338779916,0.95,0.92,1.0374745338779916
4,5,8,cx,random,heavy,0.15625,0.6,zne,0.901427272301039,1.0014272723010391,0.95,0.92,1.0014272723010391
5,9,4,swap,random,medium,0.45,0.4444444444444444,zne,0.6631496140017641,0.7631496140017641,0.7531496140017641,0.7198162806684307,0.7631496140017641
5,8,3,cx,random,heavy,0.5333333333333333,0.375,zne,0.48737764483720813,0.5873776448372081,0.5673776448372081,0.5323776448372082,0.5873776448372081
7,12,6,swap,random,heavy,0.2857142857142857,0.4166666666666667,mem,0.6193818561073869,0.7193818561073869,0.7293818561073869,0.659381856107387,0.7293818561073869
5,8,8,cz,random,light,0.2,0.5,zne,0.9577680431652221,1.057768043165222,0.95,0.92,1.057768043165222
5,7,4,swap,random,medium,0.35,0.42857142857142855,zne,0.8963192059051922,0.9963192059051922,0.95,0.92,0.9963192059051922
5,9,6,cx,random,heavy,0.3,0.5555555555555556,mem,0.4874045680638054,0.5874045680638054,0.5974045680638054,0.5307379013971387,0.5974045680638054
6,11,6,swap,random,light,0.3055555555555556,0.2727272727272727,mem,0.526170955170999,0.626170955170999,0.636170955170999,0.556170955170999,0.636170955170999
2,3,8,cz,random,heavy,0.1875,0.6666666666666666,zne,0.9226621014051016,1.0226621014051016,0.95,0.92,1.0226621014051016
6,10,7,cx,random,heavy,0.23809523809523808,0.6,mem,0.6688845344419465,0.7688845344419465,0.7888845344419465,0.7108845344419465,0.7888845344419465
4,6,4,cz,random,medium,0.375,0.3333333333333333,zne,0.9160294722154294,1.0160294722154295,0.95,0.92,1.0160294722154295
2,3,7,swap,random,light,0.21428571428571427,0.0,mem,0.8559034862811435,0.9559034862811435,0.95,0.8859034862811436,0.95
6,9,7,cz,random,light,0.21428571428571427,0.3333333333333333,mem,0.8222632137161623,0.9222632137161623,0.9422632137161623,0.8789298803828289,0.9422632137161623
7,10,5,cz,random,heavy,0.2857142857142857,0.4,zne,0.6990425732848701,0.79904257328487,0.79904257328487,0.7410425732848701,0.79904257328487
5,5,3,swap,random,heavy,0.3333333333333333,0.8,none,0.7310428867050665,0.8310428867050664,0.8110428867050664,0.8090428867050664,0.7310428867050665
2,2,7,swap,random,light,0.14285714285714285,0.5,zne,0.9913677633088935,1.0913677633088936,0.95,0.92,1.0913677633088936
4,8,8,swap,random,light,0.25,0.375,mem,0.6700338940843195,0.7700338940843194,0.8000338940843195,0.7300338940843194,0.8000338940843195
2,4,8,swap,random,light,0.25,0.25,zne,0.9925987841669904,1.0925987841669904,0.95,0.92,1.0925987841669904
2,3,8,swap,random,medium,0.1875,0.3333333333333333,zne,0.9835539235023689,1.083553923502369,0.95,0.92,1.083553923502369
3,5,3,cz,random,heavy,0.5555555555555556,0.4,none,0.8246087462797733,0.9246087462797733,0.9046087462797733,0.8786087462797734,0.8246087462797733
6,9,4,cz,random,light,0.375,0.5555555555555556,zne,0.9163404396272761,1.0163404396272762,0.95,0.92,1.0163404396272762
8,8,3,cx,random,heavy,0.3333333333333333,0.875,zne,0.5294731733607347,0.6294731733607347,0.6094731733607347,0.6194731733607347,0.6294731733607347
3,7,8,swap,random,heavy,0.2916666666666667,0.2857142857142857,mem,0.6751326300965753,0.7751326300965753,0.8051326300965753,0.7051326300965753,0.8051326300965753
8,10,3,cx,random,heavy,0.4166666666666667,0.4,zne,0.4200610623526636,0.5200610623526636,0.5000610623526636,0.4620610623526636,0.5200610623526636
3,7,8,swap,random,heavy,0.2916666666666667,0.5714285714285714,mem,0.8322631296290126,0.9322631296290126,0.95,0.8622631296290126,0.95
4,8,7,cz,random,medium,0.2857142857142857,0.375,mem,0.7939130860159468,0.8939130860159468,0.9139130860159468,0.8239130860159468,0.9139130860159468
6,13,5,cz,random,light,0.43333333333333335,0.46153846153846156,zne,0.8421645065553403,0.9421645065553402,0.9421645065553402,0.8721645065553403,0.9421645065553402
4,8,8,cx,random,light,0.25,0.375,mem,0.6508567966852262,0.7508567966852262,0.7808567966852262,0.6958567966852263,0.7808567966852262
3,4,5,cz,random,light,0.26666666666666666,0.5,zne,0.9632594414131647,1.0632594414131646,0.95,0.92,1.0632594414131646
2,4,6,cz,random,light,0.3333333333333333,0.25,mem,0.6579647138748266,0.7579647138748266,0.7679647138748266,0.6879647138748266,0.7679647138748266
3,6,8,cx,random,heavy,0.25,0.5,mem,0.8831530873185158,0.9831530873185158,0.95,0.92,0.95
3,6,8,swap,random,light,0.25,0.5,mem,0.832018146796619,0.932018146796619,0.95,0.862018146796619,0.95
3,3,5,swap,random,medium,0.2,0.3333333333333333,zne,0.9649130674419106,1.0649130674419107,0.95,0.92,1.0649130674419107
8,9,3,cz,random,light,0.375,0.5555555555555556,zne,0.5148748450589624,0.6148748450589624,0.5948748450589624,0.5715415117256291,0.6148748450589624
5,7,4,cx,random,light,0.35,0.2857142857142857,zne,0.7333729526416386,0.8333729526416386,0.8233729526416386,0.7805158097844958,0.8333729526416386
6,8,3,cx,random,medium,0.4444444444444444,0.375,zne,0.5698169254348708,0.6698169254348708,0.6498169254348708,0.6148169254348709,0.6698169254348708
6,11,5,cz,random,medium,0.36666666666666664,0.36363636363636365,zne,0.7435157951606786,0.8435157951606785,0.8435157951606785,0.7844248860697695,0.8435157951606785
4,6,6,cz,random,medium,0.25,0.6666666666666666,zne,0.9039761428477702,1.0039761428477703,0.95,0.92,1.0039761428477703
8,11,6,cx,random,light,0.22916666666666666,0.5454545454545454,mem,0.6782669258833226,0.7782669258833226,0.7882669258833226,0.7300851077015045,0.7882669258833226
4,7,8,cz,random,light,0.21875,0.5714285714285714,zne,0.9531751119553644,1.0531751119553645,0.95,0.92,1.0531751119553645
4,5,8,swap,random,heavy,0.15625,0.4,zne,0.9186964633774931,1.018696463377493,0.95,0.92,1.018696463377493
5,9,8,cz,random,heavy,0.225,0.6666666666666666,mem,0.6887178531127336,0.7887178531127336,0.8187178531127336,0.7453845197794002,0.8187178531127336
4,7,3,cx,random,heavy,0.5833333333333334,0.2857142857142857,zne,0.4920011329486388,0.5920011329486388,0.5720011329486387,0.5220011329486388,0.5920011329486388
4,5,4,cx,random,medium,0.3125,0.6,zne,0.9062894949588838,1.0062894949588839,0.95,0.92,1.0062894949588839
7,10,3,cz,random,light,0.47619047619047616,0.4,zne,0.31724967523972947,0.41724967523972945,0.3972496752397295,0.38324967523972947,0.41724967523972945
3,4,4,cx,random,heavy,0.3333333333333333,0.0,zne,0.7286602525694694,0.8286602525694694,0.8186602525694694,0.7586602525694695,0.8286602525694694
4,8,7,cx,random,light,0.2857142857142857,0.25,mem,0.8353063289122307,0.9353063289122306,0.95,0.8653063289122307,0.95
5,5,3,cz,random,heavy,0.3333333333333333,0.4,none,0.816292256331192,0.9162922563311919,0.8962922563311919,0.846292256331192,0.816292256331192
3,6,6,cz,random,medium,0.3333333333333333,0.5,mem,0.6150456103465014,0.7150456103465014,0.7250456103465014,0.6650456103465014,0.7250456103465014
5,8,5,swap,random,heavy,0.32,0.625,zne,0.7333316791567305,0.8333316791567305,0.8333316791567305,0.7783316791567305,0.8333316791567305
5,5,2,cz,random,heavy,0.5,0.4,zne,0.365804963643398,0.46580496364339796,0.435804963643398,0.419804963643398,0.46580496364339796
4,6,7,swap,random,medium,0.21428571428571427,0.3333333333333333,mem,0.8368051120713684,0.9368051120713684,0.95,0.9068051120713684,0.95
2,2,6,swap,random,medium,0.16666666666666666,0.0,mem,0.8957895991775193,0.9957895991775193,0.95,0.92,0.95
5,6,3,swap,random,light,0.4,0.5,none,0.9198738638339555,1.0198738638339555,0.95,0.92,0.9198738638339555
2,3,4,swap,random,medium,0.375,0.3333333333333333,zne,0.9633100597018553,1.0633100597018554,0.95,0.92,1.0633100597018554
5,9,7,cz,random,medium,0.2571428571428571,0.5555555555555556,zne,0.9007374386035488,1.0007374386035488,0.95,0.92,1.0007374386035488
4,6,5,cz,random,light,0.3,0.16666666666666666,zne,0.9840827426756211,1.0840827426756212,0.95,0.92,1.0840827426756212
5,6,4,swap,random,heavy,0.3,0.3333333333333333,zne,0.42160535605702554,0.5216053560570255,0.5116053560570255,0.45160535605702556,0.5216053560570255
5,5,3,cz,random,light,0.3333333333333333,0.6,zne,0.6479982099866926,0.7479982099866925,0.7279982099866925,0.7019982099866926,0.7479982099866925
3,3,8,swap,random,light,0.125,0.6666666666666666,zne,0.983435730258611,1.083435730258611,0.95,0.92,1.083435730258611
3,3,3,swap,random,medium,0.3333333333333333,0.6666666666666666,none,0.9052705565275285,1.0052705565275286,0.95,0.92,0.9052705565275285
3,5,5,cz,random,heavy,0.3333333333333333,0.2,zne,0.8996276932293199,0.9996276932293199,0.95,0.92,0.9996276932293199
4,6,2,swap,random,medium,0.75,0.16666666666666666,none,0.8826241568810407,0.9826241568810407,0.95,0.9126241568810407,0.8826241568810407
5,7,3,cx,random,light,0.4666666666666667,0.2857142857142857,zne,0.5945931369844901,0.6945931369844901,0.6745931369844901,0.6588788512702044,0.6945931369844901
5,7,6,cx,random,medium,0.23333333333333334,0.7142857142857143,zne,0.9010895794293681,1.0010895794293682,0.95,0.92,1.0010895794293682
